X,Y
24.799731508559546,-1.7525588935539325
22.569138204258586,-1.6696503218597176
20.545386379699046,-1.560038844706741
18.46243533391262,-1.5795017256013906
16.060080422637675,-0.8613645885026983
17.98720328443873,0.24854525587763399
20.17708591369135,0.8095257963908982
22.338605953862167,0.8884570103252523
24.484480760295273,1.1304863995684398
25.37254107990991,2.7772867100489327
26.065970220212495,4.886187039912606
23.987119746517894,4.490914695578957
22.23712644914552,3.996822523839104
20.59647898884952,3.3085022069663155
18.956077216594338,2.6853815974809665
17.208456472434165,2.0458139839903877
15.387000003704596,0.7974637582407997
13.124965301256468,0.4282393464087622
14.086235654067876,2.1966959922215596
15.599461393599297,3.3255118388306926
17.426315759473027,4.2917000134240215
19.100820366155624,5.385213810792099
20.608886563648937,6.555308606724344
22.61910233374219,6.5636336170671665
23.961779442898735,7.831862908832588
24.60942587561365,9.448844268220569
25.001778449297777,11.538653665818755
23.74020777634182,11.094676573817654
22.49843733323299,10.615047470534396
20.848236076878358,9.818399831260615
19.20271920647448,9.061563050663057
18.014231694884487,7.628057984478738
16.63602861555526,6.112356627354128
14.558805140656547,4.977965148439963
15.062316202380346,7.162112814106418
16.165529025981055,9.104086907283504
17.251626998032783,10.894203788051428
18.770832053595196,12.111909543964817
20.333450988394528,12.695812015890697
22.11827614504158,13.174805472556747
21.604460380206795,14.984222660340617
21.497042231113134,16.726898927903417
20.823281602794147,18.798459738706
19.37859678376877,17.35292624895596
18.365797920657563,15.887017158463875
17.109671598905518,14.704920198357714
15.941699682006165,13.426252540717929
14.844603274180582,12.035274881832896
14.185528767614521,10.341560282751187
13.588504297278773,8.52069689242809
13.004881425238409,6.439579854459056
12.850556060677027,4.169450218388142
12.307015549790398,2.1749940037680533
11.380251685647409,1.1514429282697678
10.327959408793188,0.26967870123199156
10.59951082404622,1.989386379344103
10.89961950081588,3.751423369958621
11.139593580195156,5.661489007294065
11.419583933487122,7.770584524567502
11.761787346737048,9.720407105246437
12.165774468428268,11.638072442710687
12.827032751365607,13.581354458388898
13.725032035682423,15.40387924845651
14.915402112687593,17.076228734516043
16.022128439272763,17.7115305917301
17.15011502821273,18.355924937326435
16.716204625944517,20.1886870788898
16.31888062024934,21.878084569380835
15.59715884761881,23.154284596785814
14.729869229684132,24.452379254745935
13.75205211620326,22.42450633604749
13.283223196581414,20.583288625317277
12.434242345101362,18.88970965120062
11.643103479063475,17.09521057568946
10.738360355386874,15.249002732038942
10.350892007725106,13.256552095782006
9.929590961693705,11.21073646494083
9.706103880579532,9.146498920451616
9.580116725437035,6.995728467398013
9.308289408437874,4.870634850081655
9.163393830885354,3.4854120352126965
9.06872261964488,2.0763143152540544
7.984275384600819,0.2042870713961819
7.589798362426394,2.149165254447804
7.614931195033253,4.478980506387322
7.812523933987961,6.660954267132333
7.830734827889716,8.709448821256407
7.83756330180419,10.709195914280098
8.05504868397911,12.705498109743365
8.05739990864733,14.691127303680044
8.542092700429187,16.5998104528457
9.094606679040341,18.475729150913793
9.409884358512778,20.49996874923216
11.059725207931601,21.979387576028508
10.671295753655464,23.920285690227633
9.96029230914463,25.53265064569651
8.94785074220432,26.951623278120945
7.360471663549561,28.581144713325667
6.842564469356853,26.994685074165684
6.552514735519174,25.431499884172695
6.816717407032178,23.59407091529858
6.5375294096041685,21.765185787865356
6.376267265792522,19.903947156301623
6.02546693268922,18.004524931078063
5.923424022629077,15.957467104483012
5.93963329140903,13.683607491233195
5.943303812034749,11.468578112174509
5.959788588063262,9.286109842041368
5.989794966635694,7.316487558407712
6.123232254855088,5.355641483285022
6.216600960948648,3.2314352050633484
6.136290185601361,1.4159194119403746
5.380467409770269,-0.0036733084329708832
4.619642270645569,1.741988930579406
4.663685884989972,3.8516862526300377
4.493560017535513,5.985974911442454
4.233868350006126,8.247351952679603
4.082756760470199,10.228254220344686
3.8568345702248066,12.085661903101041
3.6912760755924436,13.895440472039306
3.5860978442129694,15.739783766713337
3.3645318050885806,17.670721146031784
3.3725314933475263,19.669678743436865
3.0844064913955767,21.688432157437457
3.842733890910372,23.607198343254208
3.6298133031854842,25.665793734406755
2.729323397637672,27.23733535582167
1.6226577739826846,28.55595899924334
-0.008331121574476352,29.934131409023212
-0.378359548151115,28.476560405950178
-0.6390064946671438,27.050508179502323
-0.41203829110357426,25.19322520944888
0.04454105888947452,23.352103677725125
0.12548019991576978,21.4799292302419
0.4190826340163553,19.620916200774282
0.7782394053784204,17.752092107511093
1.0165404971577545,15.872659836141013
1.2622344534952792,14.048971293415605
1.5803894114042987,12.230955598262668
2.010937798699281,10.405331563805511
2.304917893318938,8.575851828593674
2.7750678855951563,6.905380889039531
2.916971032809808,5.188520899840118
3.0505242502965992,3.5217354626430426
3.171178470342154,1.8544380631084985
2.713139345705064,-0.15012231983270805
1.734011836269592,1.3693742629114898
1.4360898271165523,3.591042660766932
1.1938115621535572,5.190728906823167
0.9027936280777111,6.816705101337901
0.3854780026261237,8.679252277556854
-0.1316169398320451,10.449256103904322
-0.6332409077179133,12.319643180161835
-1.1130058807902763,14.340343189881162
-1.4723664407355301,16.472851640857463
-2.049764009289144,18.574328779364915
-2.885612724605953,20.536334150345574
-3.261003388600185,22.583806361114096
-3.158577209907953,24.650348416715122
-4.095064038062705,26.369475540677588
-5.195817367010191,27.86387147111466
-6.207760902677367,28.672992968175993
-7.270824641925571,29.48681710117041
-7.706691207762191,27.69663131951627
-7.930285092316592,26.06461841550557
-7.69061880622739,24.189858600780873
-6.604849196753908,22.44016633461371
-5.74908087581316,20.56674780573731
-4.904934495308897,18.62052091158046
-3.991148704179393,16.750366096551005
-3.3722995604791586,14.759737857635901
-2.776197744127532,12.621424803250088
-2.2702309801006506,10.606305145430795
-1.7993625572973495,8.809810878835702
-0.9447767302108834,7.211365295715889
-0.41767793495751754,5.267230158510226
0.031898629277823144,2.9972656896441103
0.22399891740662972,1.3539260217311635
0.05670249116753706,-0.19430505721759633
-1.3262159689705089,1.405863840669346
-1.4379665262724675,3.7060641576402102
-2.092415255340218,5.491191734222881
-2.914806114164943,7.112137592563556
-3.854772182286598,8.993982579842921
-4.352742429176254,11.060801510408444
-4.94498676484291,13.230404520931215
-5.920229741448522,15.369254575904536
-7.038455142207361,17.22752506574879
-8.193014037835146,18.941405281973513
-9.351293584258,20.58956199262649
-10.071630855063278,22.414438531540316
